date,share_code,issuer_name,investor_name,investor_type,local_foreign,nationality,domicile,holdings_scripless,holdings_scrip,total_holding_shares,percentage
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,PT BANGUN CIPTA GRAHA,CP,L,,INDONESIA,13583400,0,13583400,1.98
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,INOVASI PRIMA SENTOSA,CP,L,,INDONESIA,0,10230100,10230100,1.49
2026-03-31,DEFI,DANASUPRA ERAPACIFIC Tbk,PT KRESNA PRIMA INVEST,CP,L,,INDONESIA,9450000,0,9450000,1.38
2026-03-31,DEPO,CATURKARDA DEPO BANGUNAN Tbk,PT TANCORP SURYA SUKSES,CP,L,,INDONESIA,0,1595423600,1595423600,23.5
2026-03-31,DEPO,CATURKARDA DEPO BANGUNAN Tbk,PT.BUANATATA ADISENTOSA,CP,L,,INDONESIA,0,1595423600,1595423600,23.5
2026-03-31,DEPO,CATURKARDA DEPO BANGUNAN Tbk,KAMBIYANTO KETTIN,,,,,0,1536840000,1536840000,22.63
2026-03-31,DEPO,CATURKARDA DEPO BANGUNAN Tbk,GLOBAL HOUSE INTERNATIONAL COMPANY LIMITED,CP,F,,THAILAND,1493800000,0,1493800000,22.0
2026-03-31,DEPO,CATURKARDA DEPO BANGUNAN Tbk,DBS BANK LTD S/A ALBIZIA ASEAN OPPORTUNITIES FUND,IB,F,,UNITED KINGDOM,156823600,0,156823600,2.31
2026-03-31,DEWA,DARMA HENWA Tbk,GOLDWAVE CAPITAL LIMITED,OT,F,,MALAYSIA,3815217000,0,3815217000,9.38
2026-03-31,DEWA,DARMA HENWA Tbk,PT ANDHESTI TUNGKAS PRATAMA,CP,L,,INDONESIA,3181254866,0,3181254866,7.82
2026-03-31,DEWA,DARMA HENWA Tbk,CGS INTERNATIONAL SECURITIES HONG KONG LIMITED,SC,F,,HONG KONG,2595655200,0,2595655200,6.38
2026-03-31,DEWA,DARMA HENWA Tbk,Zurich Assets International Ltd,CP,F,,CAPE VERDE,2513178390,0,2513178390,6.18
2026-03-31,DEWA,DARMA HENWA Tbk,CGS INTERNATIONAL SEKURITAS INDONESIA,SC,L,,INDONESIA,1949540395,0,1949540395,4.79
2026-03-31,DEWA,DARMA HENWA Tbk,PETROMINE ENERGY TRADING,CP,L,,INDONESIA,1814059000,0,1814059000,4.46
2026-03-31,DEWA,DARMA HENWA Tbk,PT DARMA HENWA TBK,CP,L,,INDONESIA,1638793874,0,1638793874,4.03
2026-03-31,DEWA,DARMA HENWA Tbk,PT. BCA SEKURITAS,SC,L,,INDONESIA,1152667372,0,1152667372,2.83
2026-03-31,DEWA,DARMA HENWA Tbk,ADAM GIFARI SE,ID,L,INDONESIAN,INDONESIA,824121900,0,824121900,2.03
2026-03-31,DEWA,DARMA HENWA Tbk,PT PRODIGY ENERGY RESOURCES,CP,L,,INDONESIA,773000000,0,773000000,1.9
2026-03-31,DEWA,DARMA HENWA Tbk,INV MANAGEMENT PTE LTD,CP,F,,SINGAPORE,530000000,0,530000000,1.3
2026-03-31,DEWA,DARMA HENWA Tbk,PT. KB VALBURY SEKURITAS,SC,L,,INDONESIA,421218700,0,421218700,1.04
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,ADITIYA FAJAR JUNUS,ID,L,INDONESIAN,INDONESIA,0,780000000,780000000,39.0
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,HENRY SAPUTRA,ID,L,INDONESIAN,INDONESIA,264630000,0,264630000,13.23
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,SUJITO NGATIMAN,ID,L,INDONESIAN,INDONESIA,116130700,0,116130700,5.81
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,FERRY SAPUTRA,ID,L,INDONESIAN,INDONESIA,101592900,0,101592900,5.08
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,RAKHMAT DAMDAMI,ID,L,INDONESIAN,INDONESIA,57297300,0,57297300,2.86
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,HENDRA KUSTIAWAN,ID,L,INDONESIAN,INDONESIA,41000000,0,41000000,2.05
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,TJIPTO JUNOES,ID,L,INDONESIAN,INDONESIA,28007400,0,28007400,1.4
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,PURNOMO SINAR HADI,ID,L,INDONESIAN,,27850000,0,27850000,1.39
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,FEBRIANA NGATIMAN,ID,L,INDONESIAN,INDONESIA,26764200,0,26764200,1.34
2026-03-31,DEWI,DEWI SHRI FARMINDO Tbk,PT TRUST SEKURITAS,SC,L,,INDONESIA,25700000,0,25700000,1.29
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,PT. DAFAM,CP,L,,INDONESIA,1015000000,0,1015000000,53.43
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,BILLY DAHLAN,ID,L,INDONESIAN,,185200000,0,185200000,9.75
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,REKSA DANA NARADA SAHAM INDONESIA,MF,L,,INDONESIA,134032800,0,134032800,7.05
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,EDY SELAMAT,ID,L,INDONESIAN,INDONESIA,127665073,0,127665073,6.72
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,REKSA DANA NARADA SAHAM INDONESIA II,MF,L,,INDONESIA,75848600,0,75848600,3.99
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,AGITA PRALAMBANG I.S,ID,L,INDONESIAN,INDONESIA,37070017,0,37070017,1.95
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,REKSA DANA NARADA CAMPURAN I,MF,L,,INDONESIA,30203500,0,30203500,1.59
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,DUROTUNNISIAA,ID,L,INDONESIAN,INDONESIA,21545600,0,21545600,1.13
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,LEONARDO WIE SAN,ID,L,INDONESIAN,INDONESIA,20000000,0,20000000,1.05
2026-03-31,DFAM,DAFAM PROPERTY INDONESIA Tbk,BAMBANG SOEGIHARTO,ID,L,INDONESIAN,INDONESIA,20000000,0,20000000,1.05
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT GLOBAL DINAMIKA KENCANA,CP,L,,INDONESIA,2897768500,0,2897768500,52.3
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,OCBC SECURITIES PRIVATE LIMITED,SC,F,,SINGAPORE,536958200,0,536958200,9.69
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT NUSA KONSTRUKSI ENJINIRING TBK,CP,L,,INDONESIA,400214500,0,400214500,7.22
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT PILAR UTAMA CAPITAL,CP,L,,INDONESIA,249638400,0,249638400,4.51
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT KAPITALINDO SEJAHTERA MANDIRI,CP,L,,INDONESIA,204262300,0,204262300,3.69
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT GEMA INVESTASI UTAMA,CP,L,,INDONESIA,198834400,0,198834400,3.59
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT GLOBAL DINAMIKA KENCANA SINGAPORE PTE. LTD.,CP,F,,SINGAPORE,156744300,0,156744300,2.83
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT INVESTINDO PRATAMA SEJAHTERA,CP,L,,INDONESIA,106608400,0,106608400,1.92
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,JAHJA TEAR TJAHJANA,ID,L,INDONESIAN,INDONESIA,83527700,0,83527700,1.51
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,INDODEXA WIRA BUANA PT,,,,,0,75000000,75000000,1.35
2026-03-31,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PERMATA BUANA INTERNATIONAL PT,,,,,0,75000000,75000000,1.35
2026-03-31,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,PT BUNDAMEDIK,CP,L,,INDONESIA,0,490000000,490000000,39.2
2026-03-31,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,PT. BUNDA INVESTAMA INDONESIA,CP,L,,INDONESIA,41453300,0,41453300,3.32
2026-03-31,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,"MULTI GARAM UTAMA, PT",CP,L,,INDONESIA,37174700,0,37174700,2.97
2026-03-31,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,"BUNDAMEDIK TBK, PT",CP,L,,INDONESIA,25000000,0,25000000,2.0
2026-03-31,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,HARTARTO CIPUTRA,ID,L,INDONESIAN,INDONESIA,13119400,0,13119400,1.05
2026-03-31,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,JEANNIE,ID,L,INDONESIAN,INDONESIA,12608800,0,12608800,1.01
2026-03-31,DGWG,DELTA GIRI WACANA Tbk,DAVID YAORY,ID,L,INDONESIAN,INDONESIA,1769974000,0,1769974000,30.09
2026-03-31,DGWG,DELTA GIRI WACANA Tbk,PT MAYBANK SEKURITAS INDONESIA - REGISTRAR,SC,L,,INDONESIA,736843000,0,736843000,12.53
2026-03-31,DGWG,DELTA GIRI WACANA Tbk,PT GAIA PROSPERITI KAPITAL,CP,L,,INDONESIA,265944300,0,265944300,4.52
2026-03-31,DGWG,DELTA GIRI WACANA Tbk,PT. BERKSHIRE MULTI INVESTAMA,CP,L,,INDONESIA,189952000,0,189952000,3.23
2026-03-31,DGWG,DELTA GIRI WACANA Tbk,GEBRAKAN BINTANG UTARA PT,CP,L,,INDONESIA,113325300,0,113325300,1.93
2026-03-31,DGWG,DELTA GIRI WACANA Tbk,MARWATI JENNY TANASAL,ID,L,INDONESIAN,INDONESIA,92924100,0,92924100,1.58
2026-03-31,DIGI,ARKADIA DIGITAL MEDIA Tbk,"HARVEST CAPITAL INTERNATIONAL, PT",CP,L,,INDONESIA,584817200,0,584817200,35.99
2026-03-31,DIGI,ARKADIA DIGITAL MEDIA Tbk,IWA SUKRESNO KARUNIA,ID,L,INDONESIAN,INDONESIA,457061300,0,457061300,28.13
2026-03-31,DIGI,ARKADIA DIGITAL MEDIA Tbk,SUWARJONO,ID,L,INDONESIAN,INDONESIA,86184800,0,86184800,5.3
2026-03-31,DIGI,ARKADIA DIGITAL MEDIA Tbk,FERRY SETIAWAN HENDRA P,ID,L,INDONESIAN,INDONESIA,25402800,0,25402800,1.56
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,IB,F,,SINGAPORE,1556900100,0,1556900100,15.02
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,CGS INTERNATIONAL SEKURITAS INDONESIA,SC,L,,INDONESIA,1505252433,0,1505252433,14.52
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,PT BINA YATRA SENTOSA,CP,L,,INDONESIA,1168804675,0,1168804675,11.28
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,BALI PRIVATE VILLA (S) PTE. LTD,IB,F,,SINGAPORE,775871346,0,775871346,7.48
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,DRS LO KHENG HONG,ID,L,INDONESIAN,INDONESIA,704138100,0,704138100,6.79
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,"PANIN SEKURITAS Tbk, PT",SC,L,,INDONESIA,371006700,0,371006700,3.58
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,SUHENDRO PRABOWO,ID,L,INDONESIAN,INDONESIA,219683834,0,219683834,2.12
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,182361634,0,182361634,1.76
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,DRS. JAHJA ASIKIN,ID,L,INDONESIAN,INDONESIA,180000034,0,180000034,1.74
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,UTAMA GONDOKUSUMO,ID,L,INDONESIAN,INDONESIA,153778684,0,153778684,1.48
2026-03-31,DILD,INTILAND DEVELOPMENT Tbk,PT AMB FINANSIAL INDONESIA,CP,L,,INDONESIA,150000000,0,150000000,1.45
2026-03-31,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,"ASURANSI JIWA KRESNA, PT",IS,L,,INDONESIA,454825000,0,454825000,31.84
2026-03-31,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT. 1 INTI DOT COM,CP,L,,INDONESIA,317195300,0,317195300,22.2
2026-03-31,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT SOTERIA WICAKSANA INVESTAMA,CP,L,,INDONESIA,216771800,0,216771800,15.17
2026-03-31,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,MARTIN SUHARLIE,ID,L,INDONESIAN,INDONESIA,116936200,0,116936200,8.19
2026-03-31,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT ASURANSI MAXIMUS GRAHA PERSADA TBK,IS,L,,INDONESIA,32519500,0,32519500,2.28
2026-03-31,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT DISTRIBUSI VOUCHER NUSANTARA TBK,CP,L,,INDONESIA,28583800,0,28583800,2.0
2026-03-31,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT. LOGITEK DIGITAL NUSANTARA,CP,L,,INDONESIA,19522800,0,19522800,1.37
2026-03-31,DKFT,CENTRAL OMEGA RESOURCES Tbk,PT JINSHENG MINING,CP,L,,INDONESIA,3475113878,0,3475113878,61.63
2026-03-31,DKFT,CENTRAL OMEGA RESOURCES Tbk,ANDY UNTONO,ID,L,INDONESIAN,INDONESIA,280601500,0,280601500,4.98
2026-03-31,DKFT,CENTRAL OMEGA RESOURCES Tbk,INDRAWATI KAMARUDIN,ID,L,INDONESIAN,INDONESIA,258104900,0,258104900,4.58
2026-03-31,DKFT,CENTRAL OMEGA RESOURCES Tbk,TALITHA SARAH UNTONO,ID,L,INDONESIAN,INDONESIA,190691600,0,190691600,3.38
2026-03-31,DKFT,CENTRAL OMEGA RESOURCES Tbk,KIKI HAMIDJAJA,ID,L,INDONESIAN,INDONESIA,142400044,0,142400044,2.53
2026-03-31,DKFT,CENTRAL OMEGA RESOURCES Tbk,"PT CENTRAL OMEGA RESOURCES, TBK",CP,L,,INDONESIA,124760725,0,124760725,2.21
2026-03-31,DKFT,CENTRAL OMEGA RESOURCES Tbk,UBS AG SINGAPORE BRANCH,IB,F,,SINGAPORE,80811300,0,80811300,1.43
2026-03-31,DKFT,CENTRAL OMEGA RESOURCES Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,65788200,0,65788200,1.17
2026-03-31,DKHH,CIPTA SARANA MEDIKA Tbk,PT SILIWANGI DJAJAKUSUMAH HOSPITALS,CP,L,,,0,2019998000,2019998000,79.21
2026-03-31,DLTA,DELTA DJAKARTA Tbk,SAN MIGUEL MALAYSIA (L) PTE.LTD.,CP,F,,,0,467061150,467061150,58.33
2026-03-31,DLTA,DELTA DJAKARTA Tbk,PEMERINTAH DAERAH DKI JAKARTA,,,,,0,210200700,210200700,26.25
2026-03-31,DLTA,DELTA DJAKARTA Tbk,CAVENHAM PRIVATE EQUITY(2006),MF,F,,CAYMAN ISLANDS,30634450,0,30634450,3.83
2026-03-31,DLTA,DELTA DJAKARTA Tbk,REKSA DANA PANIN DANA MAKSIMA,MF,L,,INDONESIA,11314000,0,11314000,1.41
2026-03-31,DMAS,PURADELTA LESTARI Tbk,PT SUMBER ARUSMULIA,CP,L,,INDONESIA,0,27608772200,27608772200,57.28
2026-03-31,DMAS,PURADELTA LESTARI Tbk,SOJITZ CORPORATION,,,,,0,12049527800,12049527800,25.0
2026-03-31,DMAS,PURADELTA LESTARI Tbk,PT TASPEN (PERSERO),IS,L,,INDONESIA,853927400,0,853927400,1.77
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,PT NFC INDONESIA TBK,CP,L,,INDONESIA,2126868400,0,2126868400,27.65
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,PT. JAYA DISTRIBUSI RITEL,CP,L,,INDONESIA,1446731400,0,1446731400,18.81
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,1068254200,0,1068254200,13.89
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,PT SOTERIA WICAKSANA INVESTAMA,CP,L,,INDONESIA,788295100,0,788295100,10.25
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,PT. DIGITAL MEDIATAMA MAXIMA TBK,CP,L,,INDONESIA,432872500,0,432872500,5.63
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,HARTONO FRANSCESCO,ID,L,INDONESIAN,INDONESIA,248144400,0,248144400,3.23
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,RR CAPITAL GROUP PTE. LTD,CP,F,,SINGAPORE,190257700,0,190257700,2.47
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,HARIJANTO LANGGENG,ID,L,INDONESIAN,INDONESIA,95583900,0,95583900,1.24
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,NINIK KUSUMOWATI TJAHJONO,ID,L,INDONESIAN,INDONESIA,86877400,0,86877400,1.13
2026-03-31,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,EDY SUSANTO,ID,L,INDONESIAN,INDONESIA,78380800,0,78380800,1.02
2026-03-31,DMND,DIAMOND FOOD INDONESIA Tbk,CHEN TSEN NAN,ID,L,INDONESIAN,INDONESIA,0,3306889113,3306889113,34.93
2026-03-31,DMND,DIAMOND FOOD INDONESIA Tbk,ANDERSON INVESTMENTS PTE. LTD.,CP,F,,SINGAPORE,1892724964,0,1892724964,19.99
2026-03-31,DMND,DIAMOND FOOD INDONESIA Tbk,KENNETH CHEN,ID,L,INDONESIAN,INDONESIAN,0,1881573854,1881573854,19.87
2026-03-31,DMND,DIAMOND FOOD INDONESIA Tbk,CHEN WAI SIOE,ID,L,INDONESIAN,INDONESIAN,0,971832425,971832425,10.26
2026-03-31,DMND,DIAMOND FOOD INDONESIA Tbk,ASTRAWATI ALUWI,ID,L,INDONESIAN,INDONESIA,0,657855795,657855795,6.95
2026-03-31,DMND,DIAMOND FOOD INDONESIA Tbk,GARUDA ONE VCC - SEA DYNAMIC OPPORTUNITIES,MF,F,,SINGAPORE,445879173,0,445879173,4.71
2026-03-31,DMND,DIAMOND FOOD INDONESIA Tbk,GARUDA ONE VCC - ASIA GROWTH FUND,MF,F,,SINGAPORE,211603676,0,211603676,2.23
2026-03-31,DNAR,BANK OKE INDONESIA Tbk,OK NEXT CO.LTD,IB,F,,"KOREA, REPUBLIC OF",4923693929,10364979314,15288673243,90.51
2026-03-31,DNAR,BANK OKE INDONESIA Tbk,PT WILLOW DENE INDONESIA,CP,L,,INDONESIA,625000000,0,625000000,3.7
2026-03-31,DNAR,BANK OKE INDONESIA Tbk,JONATHAN TAHIR,ID,L,INDONESIAN,INDONESIA,236995977,0,236995977,1.4
2026-03-31,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,HANNAWELL GROUP LIMITED,CP,F,,"VIRGIN ISLANDS, BRITISH",5581931400,0,5581931400,39.35
2026-03-31,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,ANTHONI SALIM,ID,L,INDONESIAN,INDONESIA,3588278023,0,3588278023,25.3
2026-03-31,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,PT MEGAH ERARAHARJA,CP,L,,INDONESIA,2854633305,0,2854633305,20.13
2026-03-31,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,CRIS DEVELOPMENTS LIMITED,CP,F,,"VIRGIN ISLANDS, BRITISH",527497050,0,527497050,3.72
2026-03-31,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,PT PRIMA VISUALINDO,CP,L,,INDONESIA,410510000,0,410510000,2.89
2026-03-31,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,PT. INDOLIFE PENSIONTAMA,IS,L,,INDONESIA,362682500,0,362682500,2.56
2026-03-31,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,PT CAKRA BAKTI WIRA SEMESTA,CP,L,,INDONESIA,223370000,0,223370000,1.57
2026-03-31,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,CHEMINVEST LIMITED,CP,F,,"VIRGIN ISLANDS, BRITISH",187198314,0,187198314,1.32
2026-03-31,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,Stream Topaz Limited,CP,F,,"VIRGIN ISLANDS, BRITISH",142720000,0,142720000,1.01
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,NORTHSTAR TAMBANG PERSADA LTD,OT,F,,"VIRGIN ISLANDS, BRITISH",2924000000,0,2924000000,38.22
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,SIX SIS LTD,IB,F,,SWITZERLAND,432100000,0,432100000,5.65
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,UBS AG SINGAPORE BRANCH,IB,F,,SINGAPORE,334996615,0,334996615,4.38
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,BUMA INTERNASIONAL GRUP,CP,L,,INDONESIA,293837700,0,293837700,3.84
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,PT TRIMEGAH SEKURITAS INDONESIA TBK,SC,L,,INDONESIA,269580000,0,269580000,3.52
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,247234100,0,247234100,3.23
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,MANOJ PITAMBER NANWANI,ID,L,INDONESIAN,INDONESIA,239299200,0,239299200,3.13
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,RONALD SUTARDJA MSC MBA,ID,L,INDONESIAN,INDONESIA,222760000,0,222760000,2.91
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,ASHISH GUPTA,ID,F,INDIAN,SINGAPORE,200000000,0,200000000,2.61
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,CA INDOSUEZ (SWITZERLAND) SA,IB,F,,SINGAPORE,170538000,0,170538000,2.23
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,CAI SWITZERLAND SA,IB,F,,SWITZERLAND,170000000,0,170000000,2.22
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,THIO ANDRIANTO,ID,L,INDONESIAN,INDONESIA,164411200,0,164411200,2.15
2026-03-31,DOID,BUMA INTERNASIONAL GRUP Tbk,PINKY NK,ID,L,INDONESIAN,INDONESIA,76986800,0,76986800,1.01
2026-03-31,DOOH,ERA MEDIA SEJAHTERA Tbk,PT. PRAMBANAN INVESTASI SUKSES,CP,L,,INDONESIA,5114342412,0,5114342412,66.09
2026-03-31,DOOH,ERA MEDIA SEJAHTERA Tbk,PT WISDOM CROWD INDONESIA,CP,L,,INDONESIA,326447388,0,326447388,4.22
2026-03-31,DOSS,GLOBAL SUKSES DIGITAL Tbk,PT SUKSES INVESTAMA INDONESIA,CP,L,,INDONESIA,0,1086250000,1086250000,62.97
2026-03-31,DOSS,GLOBAL SUKSES DIGITAL Tbk,SUGIMAN HALIM,ID,L,INDONESIAN,INDONESIA,172083800,0,172083800,9.98
2026-03-31,DOSS,GLOBAL SUKSES DIGITAL Tbk,TAHIR MATULATAN,ID,L,INDONESIAN,INDONESIA,124871100,0,124871100,7.24
2026-03-31,DOSS,GLOBAL SUKSES DIGITAL Tbk,UBS AG SINGAPORE BRANCH,IB,F,,SINGAPORE,83343500,0,83343500,4.83
2026-03-31,DOSS,GLOBAL SUKSES DIGITAL Tbk,IRA MAYA SAFITRI,ID,L,INDONESIAN,INDONESIA,39453000,0,39453000,2.29
2026-03-31,DOSS,GLOBAL SUKSES DIGITAL Tbk,MANJIT KISHIN PUNJABI,ID,L,INDONESIAN,INDONESIA,21191500,0,21191500,1.23
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,"DUTAPERMANA MAKMUR,PT",CP,L,,INDONESIA,103507988,65977947,169485935,51.18
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,BANK JULIUS BAER & CO. LTD,IB,F,,SINGAPORE,22538303,0,22538303,6.81
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,SIANG HADI WIDJAJA,ID,L,INDONESIAN,INDONESIA,18899111,0,18899111,5.71
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,"GADING DANALESTARI, PT",CP,L,,INDONESIA,16000000,0,16000000,4.83
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,HSBC LTD-SINGAPORE BRANCH PRIVATE BANKING DIVISION ACCOUNT CLIENTS,CP,F,,SINGAPORE,15500000,0,15500000,4.68
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,NG RYAN,ID,L,INDONESIAN,INDONESIA,10741962,0,10741962,3.24
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,SOESANTO AMIDJAJA,ID,L,INDONESIAN,INDONESIA,9426335,0,9426335,2.85
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,LIE EFFENDI HARSONO,ID,L,INDONESIAN,INDONESIA,7483932,0,7483932,2.26
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,ALPHONSUS A DHARMAWAN,ID,L,INDONESIAN,INDONESIA,6220400,0,6220400,1.88
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,ANDY TANUJAYA,ID,L,INDONESIAN,INDONESIA,5284000,0,5284000,1.6
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,MILLION POLFAN,ID,L,INDONESIAN,INDONESIA,3479100,0,3479100,1.05
2026-03-31,DPNS,DUTA PERTIWI NUSANTARA,DR GUNADI DIBJOJUWONO,ID,L,INDONESIAN,INDONESIA,3347900,0,3347900,1.01
2026-03-31,DPUM,DUA PUTRA UTAMA MAKMUR Tbk,PT PANDAWA PUTRA INVESTAMA,CP,L,,INDONESIA,2872954500,0,2872954500,68.81
2026-03-31,DPUM,DUA PUTRA UTAMA MAKMUR Tbk,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,MF,L,,INDONESIA,189570000,0,189570000,4.54
2026-03-31,DPUM,DUA PUTRA UTAMA MAKMUR Tbk,PT JAMINAN KREDIT INDONESIA,IB,L,,INDONESIA,163636300,0,163636300,3.92
2026-03-31,DPUM,DUA PUTRA UTAMA MAKMUR Tbk,DANA PENSIUN PERTAMINA,PF,L,,INDONESIA,156637100,0,156637100,3.75
2026-03-31,DPUM,DUA PUTRA UTAMA MAKMUR Tbk,PT BNI SEKURITAS,SC,L,,INDONESIA,103686400,0,103686400,2.48
2026-03-31,DPUM,DUA PUTRA UTAMA MAKMUR Tbk,EDDY WINATA,ID,L,INDONESIAN,INDONESIA,84833400,0,84833400,2.03
2026-03-31,DPUM,DUA PUTRA UTAMA MAKMUR Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,IS,L,,INDONESIA,53338780,0,53338780,1.28
2026-03-31,DRMA,DHARMA POLIMETAL Tbk,"DHARMA INTI ANUGERAH, PT",CP,L,,INDONESIA,2240000000,0,2240000000,47.6
